partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
"University of California, Davis",The Strategy of Content Marketing,"{"" Digital Marketing"","" Marketing"","" Writing"","" Strategy""}",4.5,4.3k,Intermediate , Course , 1 - 3 Months,False,"['strategy', 'marketing', 'digital marketing', 'writing']"
Stanford University,Introduction to Healthcare,"{""(780 reviews)""}",4.8,780,Beginner , Course , 1 - 3 Months,False,[]
Google,Capstone: Applying Project Management in the Real World,"{"" Communication"","" Leadership and Management"","" Planning"","" Problem Solving"","" Project Management""}",4.8,6.8k,Beginner , Course , 1 - 4 Weeks,False,"['project management', 'leadership', 'communication', 'problem solving', 'planning', 'leadership and management']"
Duke University,Java Programming and Software Engineering Fundamentals,"{"" Computer Programming"","" Java Programming"","" Programming Principles"","" Algorithms"","" Problem Solving"","" Data Structures"","" Software Engineering"","" Computer Programming Tools"","" Critical Thinking"","" Computational Thinking"","" Data Analysis"","" Javascript"","" Software Testing"","" Front-End Web Development"","" HTML and CSS"","" Web Design"","" Web Development"","" Web Development Tools"","" Computer Graphic Techniques"","" Software Architecture"","" Data Model"","" Cryptography"","" Data Analysis Software"","" Statistical Programming"","" Strategy""}",4.6,21.5k,Beginner , Specialization , 3 - 6 Months,False,"['html', 'css', 'javascript', 'java', 'strategy', 'problem solving', 'critical thinking', 'data structures', 'algorithms', 'programming principles', 'data analysis software', 'software architecture', 'cryptography', 'software engineering', 'java programming', 'computer programming tools', 'html and css', 'computer graphic techniques', 'data analysis', 'web development tools', 'front-end web development', 'computational thinking', 'web design', 'computer programming', 'data model', 'software testing', 'statistical programming', 'web development']"
DeepLearning.AI,Natural Language Processing with Classification and Vector Spaces,"{"" Machine Learning"","" Natural Language Processing"","" Probability & Statistics"","" Python Programming"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Human Learning"","" Mathematics"","" Statistical Machine Learning""}",4.6,4.1k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'natural language processing', 'statistics', 'algorithms', 'machine learning algorithms', 'python programming', 'probability & statistics', 'human learning', 'mathematics', 'computer programming', 'statistical machine learning', 'applied machine learning']"
IBM,Introduction to Cybersecurity Tools & Cyber Attacks,"{"" Cryptography"","" Security Software"","" Cyberattacks"","" Leadership and Management""}",4.6,14.7k,Beginner , Course , 1 - 4 Weeks,False,"['leadership', 'cryptography', 'cyberattacks', 'security software', 'leadership and management']"
University of London,"Brand Management: Aligning Business, Brand and Behaviour","{"" Brand Management"","" Leadership and Management"","" Marketing""}",4.9,7k,Beginner , Course , 1 - 3 Months,False,"['marketing', 'leadership', 'brand management', 'leadership and management']"
Google Cloud,Machine Learning on Google Cloud,"{"" Machine Learning"","" Applied Machine Learning"","" Google Cloud Platform"","" Human Learning"","" Machine Learning Software"","" Cloud Computing"","" Machine Learning Algorithms"","" Deep Learning"","" Cloud Platforms"","" Artificial Neural Networks"","" Feature Engineering"","" Exploratory Data Analysis"","" Tensorflow"","" Python Programming"","" Data Analysis"","" Data Visualization"","" Probability & Statistics"","" Regression"","" Statistical Programming"","" Statistical Visualization"","" Algorithms"","" SQL"","" Cloud API"","" Apache"","" Extract"","" Transform"","" Load""}",4.5,9.5k,Intermediate , Specialization , 3 - 6 Months,False,"['cloud', 'python', 'sql', 'cloud computing', 'machine learning', 'deep learning', 'neural networks', 'data visualization', 'statistics', 'algorithms', 'feature engineering', 'api', 'machine learning algorithms', 'exploratory data analysis', 'python programming', 'probability & statistics', 'tensorflow', 'apache', 'artificial neural networks', 'regression', 'cloud api', 'human learning', 'data analysis', 'cloud platforms', 'google cloud platform', 'machine learning software', 'applied machine learning', 'statistical visualization', 'statistical programming']"
University of Pennsylvania,Removing Barriers to Change,"{"" Business Psychology"","" Change Management"","" Leadership and Management"","" Problem Solving"","" Strategy"","" Behavioral Economics"","" Influencing"","" Marketing"","" Organizational Development"","" Strategy and Operations""}",4.9,373,Beginner , Course , 1 - 4 Weeks,False,"['change management', 'strategy', 'marketing', 'leadership', 'problem solving', 'influencing', 'organizational development', 'strategy and operations', 'behavioral economics', 'leadership and management', 'business psychology']"
Google Cloud,Google Cloud Digital Leader Training,"{"" Cloud Computing"","" Cloud Infrastructure"","" Google Cloud Platform"","" Cloud Management"","" Cloud Platforms"","" Cloud Applications"","" Cloud-Based Integration"","" Cloud Clients"","" Kubernetes"","" Other Cloud Platforms and Tools"","" Data Management"","" DevOps"","" Software Engineering Tools"","" System Security"","" Data Architecture"","" Google App Engine"","" Account Management"","" Collaboration"","" Innovation"","" Leadership and Management"","" Operations Management"","" Data Warehousing"","" Machine Learning""}",4.8,3.7k,Beginner , Professional Certificate , 3 - 6 Months,False,"['cloud', 'kubernetes', 'cloud computing', 'machine learning', 'devops', 'operations management', 'leadership', 'data warehousing', 'collaboration', 'software engineering', 'google app engine', 'cloud-based integration', 'software engineering tools', 'data management', 'other cloud platforms and tools', 'cloud infrastructure', 'data architecture', 'cloud management', 'system security', 'cloud clients', 'cloud applications', 'cloud platforms', 'innovation', 'google cloud platform', 'leadership and management', 'account management']"
SAS,SAS Programmer,"{"" SAS (Software)"","" Data Analysis"","" Statistical Programming"","" Data Analysis Software"","" Computer Programming"","" Statistical Analysis"","" Programming Principles"","" Data Management"","" Data Structures"","" Exploratory Data Analysis"","" Databases"","" SQL"","" Problem Solving"","" Process Analysis"","" Computer Programming Tools"","" Computational Logic""}",4.8,3.3k,Beginner , Professional Certificate , 3 - 6 Months,True,"['sql', 'sas', 'problem solving', 'data structures', 'programming principles', 'data analysis software', 'exploratory data analysis', 'computer programming tools', 'data management', 'process analysis', 'statistical analysis', 'data analysis', 'computer programming', 'databases', 'computational logic', 'statistical programming']"
Emory University,Management Consulting,"{"" Leadership and Management"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Decision Making"","" Strategy"","" Business Development"","" Business Intelligence"","" Communication"","" Market Research"","" Data Analysis"","" People Analysis"","" People Management"","" Process Analysis"","" Project Management"","" Strategy and Operations"","" Data Management""}",4.8,546,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'business intelligence', 'strategy', 'leadership', 'communication', 'problem solving', 'critical thinking', 'market research', 'decision making', 'people analysis', 'data management', 'process analysis', 'data analysis', 'business development', 'strategy and operations', 'business communication', 'leadership and management', 'people management']"
Macquarie University,Excel Skills for Data Analytics and Visualization,"{"" Business Analysis"","" Spreadsheet Software"","" Data Analysis"","" Data Management"","" Data Visualization"","" Microsoft Excel"","" Data Analysis Software"","" Exploratory Data Analysis"","" Statistical Visualization"","" Data Model"","" Data Structures"","" Data Visualization Software"","" Database Design"","" Plot (Graphics)"","" Visual Design"","" Big Data"","" Power BI"","" Leadership and Management""}",4.8,4.7k,Intermediate , Specialization , 3 - 6 Months,False,"['power bi', 'big data', 'data visualization', 'business analysis', 'leadership', 'data structures', 'bi', 'excel', 'data analysis software', 'exploratory data analysis', 'data management', 'data analysis', 'visual design', 'database design', 'data model', 'spreadsheet software', 'statistical visualization', 'leadership and management', 'data visualization software']"
